OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount,EmployeeID
2246,1994,47,2025-01-31,4,201.08,34
2247,396,12,2025-07-11,4,82.64,38
2248,1738,3,2025-05-18,2,100.2,27
2249,1225,11,2025-08-17,4,55.96,39
2250,915,6,2024-11-08,4,90.6,29
2251,846,44,2026-09-06,1,23.11,3
2252,1682,25,2025-11-14,4,138.12,15
2253,1330,36,2025-02-12,3,99.87,16
2254,1370,28,2026-05-28,1,53.13,13
2255,1051,33,2025-11-14,4,95.28,16
2256,1655,37,2025-05-21,3,54.06,29
2257,1605,34,2026-04-28,2,73.78,38
2258,498,12,2026-04-25,3,61.98,9
2259,904,33,2024-12-15,3,71.46,26
2260,945,8,2026-05-26,2,35.86,32
2261,143,6,2026-04-02,2,45.3,3
2262,1681,38,2026-05-13,3,58.89,1
2263,991,15,2026-04-07,3,105.06,8
2264,800,44,2026-03-10,2,46.22,37
2265,734,36,2025-11-20,1,33.29,9
2266,239,36,2025-07-17,2,66.58,7
2267,1574,38,2025-06-07,2,39.26,15
2268,1378,20,2025-02-02,3,135.51,15
2269,1359,22,2026-05-10,2,74.64,24
2270,1814,13,2026-06-17,3,52.38,12
2271,279,25,2025-05-13,2,69.06,20
2272,398,22,2025-11-12,4,149.28,37
2273,1902,7,2024-09-19,3,100.02,29
2274,1967,45,2025-09-30,2,90.14,25
2275,1239,14,2025-10-21,2,104.58,28
2276,380,17,2025-06-30,1,23.88,34
2277,956,50,2025-04-19,1,18.78,24
2278,1386,24,2025-11-13,1,25.27,35
2279,857,41,2025-06-21,2,114.62,8
2280,1172,37,2026-03-17,2,36.04,7
2281,1800,25,2026-05-27,1,34.53,25
2282,403,46,2025-08-28,2,63.54,34
2283,1240,44,2026-06-21,2,46.22,8
2284,814,37,2026-01-31,4,72.08,14
2285,1650,26,2026-02-11,1,54.64,22
2286,1239,28,2026-09-06,1,53.13,12
2287,1725,39,2025-09-05,1,52.22,23
2288,1997,50,2025-05-17,1,18.78,26
2289,573,32,2025-07-27,3,93.15,18
2290,1905,16,2025-02-10,1,57.25,3
2291,605,4,2025-02-28,2,95.64,25
2292,199,25,2025-08-22,2,69.06,39
2293,970,30,2026-03-19,4,176.72,3
2294,1819,3,2025-11-07,2,100.2,37
2295,1664,23,2026-01-16,2,61.04,35
2296,676,36,2026-05-04,4,133.16,37
2297,1250,26,2024-09-22,3,163.92,10
2298,1274,19,2025-11-15,2,102.66,3
2299,1611,13,2025-12-10,4,69.84,28
2300,145,36,2026-08-08,2,66.58,4
2301,241,43,2026-01-30,2,95.22,40
2302,47,40,2026-04-20,4,134.52,27
2303,981,36,2024-10-02,1,33.29,2
2304,794,50,2025-04-30,4,75.12,11
2305,1314,21,2025-05-31,1,12.84,9
2306,1468,38,2026-01-14,1,19.63,40
2307,514,44,2026-05-10,2,46.22,16
2308,1509,50,2026-07-22,4,75.12,6
2309,1409,42,2025-12-27,2,52.82,14
2310,392,12,2025-06-05,4,82.64,12
2311,743,12,2025-02-19,2,41.32,27
2312,681,36,2025-04-18,2,66.58,31
2313,1401,9,2024-10-05,2,45.2,19
2314,628,46,2024-12-18,4,127.08,4
2315,361,20,2025-10-22,2,90.34,4
2316,708,11,2025-04-04,3,41.97,33
2317,1727,24,2025-07-25,3,75.81,32
2318,132,21,2025-10-27,4,51.36,28
2319,199,21,2026-05-23,3,38.52,40
2320,117,26,2026-02-06,4,218.56,7
2321,493,50,2026-02-28,1,18.78,8
2322,61,31,2025-06-21,3,52.98,7
2323,364,29,2024-12-10,2,80.6,18
2324,302,7,2025-02-27,4,133.36,15
2325,386,15,2026-02-26,3,105.06,33
2326,1141,17,2025-10-02,3,71.64,24
2327,1710,15,2025-08-23,3,105.06,22
2328,211,31,2025-05-10,4,70.64,33
2329,1828,48,2026-05-08,2,28.54,38
2330,831,14,2025-03-08,4,209.16,40
2331,102,47,2026-04-18,1,50.27,20
2332,369,12,2025-08-09,1,20.66,28
2333,876,30,2024-09-30,3,132.54,27
2334,1185,8,2026-02-07,1,17.93,25
2335,402,33,2025-08-05,4,95.28,27
2336,903,41,2025-03-07,3,171.93,16
2337,1551,27,2025-01-12,4,90.0,6
2338,245,19,2025-02-26,1,51.33,7
2339,1769,9,2024-10-28,1,22.6,9
2340,1247,37,2025-10-17,3,54.06,14
2341,944,3,2026-06-18,2,100.2,27
2342,730,15,2025-12-21,4,140.08,31
2343,838,24,2026-07-31,4,101.08,8
2344,544,18,2026-07-19,3,112.77,14
2345,1608,49,2025-11-29,4,176.72,4
2346,1268,19,2025-04-10,4,205.32,6
2347,176,44,2025-09-28,1,23.11,28
2348,1643,39,2025-09-28,3,156.66,39
2349,70,36,2026-06-12,4,133.16,15
2350,1916,34,2026-04-27,2,73.78,20
2351,1015,36,2025-11-04,4,133.16,11
2352,105,31,2026-07-13,4,70.64,22
2353,34,48,2025-03-25,1,14.27,27
2354,1894,29,2026-01-04,2,80.6,31
2355,621,15,2025-08-18,4,140.08,30
2356,33,24,2026-06-19,3,75.81,23
2357,435,40,2026-01-29,4,134.52,31
2358,1257,36,2025-03-08,1,33.29,10
2359,1350,10,2025-08-10,1,52.15,8
2360,336,15,2025-11-11,1,35.02,18
2361,297,8,2025-08-29,2,35.86,10
2362,720,45,2025-06-13,4,180.28,27
2363,527,13,2025-11-19,2,34.92,32
2364,1884,29,2025-06-16,1,40.3,28
2365,958,16,2025-04-13,3,171.75,13
2366,155,35,2025-09-23,2,31.88,27
2367,909,15,2026-03-04,3,105.06,13
2368,1614,22,2024-09-09,2,74.64,28
2369,998,28,2025-10-22,1,53.13,6
2370,1524,34,2026-08-12,2,73.78,21
2371,869,22,2026-06-03,1,37.32,13
2372,47,13,2026-07-14,2,34.92,38
2373,189,47,2025-09-04,1,50.27,5
2374,706,25,2025-07-20,2,69.06,30
2375,1193,8,2025-01-26,4,71.72,31
2376,245,40,2025-04-21,1,33.63,25
2377,237,2,2026-05-21,3,161.22,11
2378,177,20,2025-08-21,2,90.34,21
2379,197,48,2025-10-20,2,28.54,8
2380,1860,25,2026-02-15,3,103.59,5
2381,780,21,2025-01-22,2,25.68,13
2382,420,49,2025-10-20,4,176.72,21
2383,860,37,2025-12-21,1,18.02,17
2384,61,33,2024-11-11,1,23.82,12
2385,589,47,2025-06-19,2,100.54,36
2386,301,25,2026-02-23,2,69.06,5
2387,1235,31,2026-07-14,3,52.98,19
2388,1525,10,2024-12-24,2,104.3,38
2389,1440,9,2024-10-26,2,45.2,15
2390,577,13,2026-02-15,2,34.92,34
2391,1893,20,2026-07-14,3,135.51,6
2392,1542,47,2025-08-15,2,100.54,6
2393,1280,12,2024-09-23,1,20.66,36
2394,1960,13,2026-09-07,4,69.84,26
2395,946,11,2025-10-18,3,41.97,1
2396,1894,26,2024-09-17,4,218.56,28
2397,206,19,2025-04-16,3,153.99,25
2398,90,27,2025-07-05,2,45.0,29
2399,1016,21,2025-07-28,2,25.68,18
2400,1022,49,2026-08-14,1,44.18,33
2401,1201,12,2024-09-27,2,41.32,29
2402,748,41,2026-02-20,4,229.24,29
2403,1667,44,2024-10-08,3,69.33,27
2404,262,42,2025-12-30,4,105.64,33
2405,164,2,2024-09-30,3,161.22,28
2406,317,3,2025-08-18,1,50.1,24
2407,453,37,2025-07-05,2,36.04,6
2408,1092,47,2025-05-15,2,100.54,5
2409,1012,25,2026-04-02,1,34.53,24
2410,1468,27,2025-10-22,1,22.5,33
2411,1786,27,2025-11-04,1,22.5,38
2412,827,3,2025-12-28,3,150.3,35
2413,1227,34,2026-06-11,2,73.78,23
2414,1042,9,2026-03-25,1,22.6,21
2415,1592,33,2026-07-06,3,71.46,29
2416,184,21,2025-03-30,1,12.84,10
2417,968,12,2026-01-28,4,82.64,18
2418,1218,45,2024-11-24,3,135.21,34
2419,1052,13,2026-07-07,4,69.84,16
2420,654,26,2025-04-29,4,218.56,16
2421,1273,22,2025-10-27,4,149.28,4
2422,320,48,2026-04-26,1,14.27,40
2423,2000,9,2025-10-19,3,67.8,18
2424,685,7,2025-06-24,1,33.34,39
2425,205,12,2024-12-09,2,41.32,8
2426,652,17,2025-08-27,1,23.88,18
2427,456,43,2025-05-17,2,95.22,22
2428,978,18,2024-11-14,4,150.36,13
2429,388,46,2025-09-02,1,31.77,40
2430,374,50,2025-03-16,4,75.12,1
2431,903,37,2025-12-11,1,18.02,21
2432,565,1,2025-10-28,2,103.54,21
2433,1475,20,2025-02-05,4,180.68,19
2434,111,47,2026-08-25,1,50.27,10
2435,1460,1,2024-09-11,1,51.77,13
2436,1694,32,2025-04-02,2,62.1,6
2437,849,25,2026-07-14,4,138.12,24
2438,1115,40,2025-03-25,3,100.89,10
2439,1387,10,2025-12-03,2,104.3,32
2440,497,5,2026-03-17,2,108.46,8
2441,1118,46,2025-06-09,1,31.77,3
2442,594,38,2025-12-17,1,19.63,16
2443,811,40,2026-05-01,2,67.26,17
2444,88,26,2024-12-28,1,54.64,37
2445,826,46,2025-02-11,1,31.77,34
2446,1185,6,2024-11-01,2,45.3,38
2447,1140,23,2025-06-27,1,30.52,20
2448,1727,40,2025-08-06,4,134.52,10
2449,362,33,2026-01-19,2,47.64,33
2450,1880,25,2025-11-16,4,138.12,11
2451,58,33,2025-03-03,4,95.28,39
2452,348,45,2024-10-17,3,135.21,5
2453,1966,8,2026-01-18,1,17.93,12
2454,460,5,2025-12-30,2,108.46,26
2455,778,27,2026-07-31,1,22.5,40
2456,1438,35,2024-10-10,2,31.88,7
2457,1176,26,2026-05-22,1,54.64,33
2458,67,28,2026-09-02,4,212.52,29
2459,1221,26,2025-05-26,1,54.64,34
2460,1014,34,2026-07-12,2,73.78,8
2461,1874,27,2024-12-27,3,67.5,11
2462,1177,47,2025-04-25,1,50.27,16
2463,1635,32,2024-12-26,2,62.1,32
2464,1860,25,2025-03-14,1,34.53,31
2465,1619,13,2025-06-28,4,69.84,15
2466,1154,34,2025-07-06,3,110.67,39
2467,410,12,2026-06-13,1,20.66,16
2468,577,16,2025-12-24,2,114.5,14
2469,1257,6,2026-05-17,2,45.3,25
2470,832,34,2025-03-24,2,73.78,4
2471,1590,48,2025-04-14,3,42.81,10
2472,86,44,2025-10-29,1,23.11,25
2473,378,14,2025-11-12,1,52.29,37
2474,245,36,2025-05-21,4,133.16,24
2475,1881,12,2026-01-13,3,61.98,10
2476,752,45,2026-07-15,2,90.14,27
2477,1230,2,2025-01-07,4,214.96,31
2478,1741,7,2026-06-22,2,66.68,7
2479,1688,42,2026-02-10,3,79.23,34
2480,1589,15,2025-05-27,2,70.04,29
2481,1561,38,2025-03-11,1,19.63,23
2482,331,19,2025-03-18,1,51.33,21
2483,1194,2,2025-03-27,3,161.22,26
2484,71,6,2026-03-17,3,67.95,9
2485,383,44,2025-10-08,1,23.11,5
2486,121,30,2026-08-27,1,44.18,23
2487,374,49,2025-06-25,3,132.54,27
2488,1257,42,2024-12-14,2,52.82,36
2489,328,19,2025-03-04,3,153.99,19
2490,981,34,2024-11-10,3,110.67,10
2491,1024,44,2026-02-14,1,23.11,28
2492,495,40,2026-03-10,4,134.52,22
2493,1385,12,2025-01-13,3,61.98,25
2494,633,33,2025-10-16,3,71.46,38
2495,1664,24,2024-10-11,2,50.54,19
2496,1961,4,2025-09-09,3,143.46,20
2497,1723,7,2026-07-03,4,133.36,30
2498,795,47,2025-07-19,3,150.81,3
2499,1317,37,2025-02-28,2,36.04,5
2500,1194,3,2025-06-08,2,100.2,8
2501,1323,43,2024-08-23,3,142.83,34
2502,513,18,2025-07-14,2,75.18,2
2503,1932,14,2024-07-30,1,52.29,12
2504,526,8,2024-10-17,5,89.65,16
2505,1738,25,2025-02-26,2,69.06,27
2506,435,29,2024-04-13,2,80.6,18
2507,984,28,2025-11-27,5,265.65,4
2508,10,9,2025-12-22,4,90.4,3
2509,727,10,2024-11-13,2,104.3,7
2510,1949,50,2023-10-14,2,37.56,25
2511,1017,41,2025-06-01,5,286.55,28
2512,827,38,2025-12-08,5,98.15,29
2513,299,20,2026-06-28,2,90.34,1
2514,1456,21,2024-09-03,1,12.84,32
2515,806,14,2026-02-12,1,52.29,30
2516,60,38,2024-01-01,2,39.26,14
2517,1280,45,2023-10-12,3,135.21,1
2518,701,22,2025-03-01,1,37.32,28
2519,599,33,2024-09-26,4,95.28,36
2520,29,36,2025-01-19,4,133.16,33
2521,1021,11,2024-10-25,5,69.95,37
2522,1765,2,2026-03-22,4,214.96,2
2523,325,48,2026-01-02,1,14.27,7
2524,934,1,2024-05-06,2,103.54,19
2525,1680,8,2024-05-15,3,53.79,24
2526,1636,1,2025-01-10,4,207.08,35
2527,759,26,2024-11-26,1,54.64,33
2528,111,46,2024-04-10,1,31.77,2
2529,680,47,2024-03-25,1,50.27,2
2530,1470,30,2026-04-19,2,88.36,2
2531,1569,42,2024-07-07,3,79.23,11
2532,1051,27,2026-08-24,5,112.5,5
2533,1561,45,2026-03-17,2,90.14,4
2534,1316,7,2024-10-01,4,133.36,31
2535,71,13,2024-07-20,4,69.84,21
2536,436,36,2025-10-17,3,99.87,16
2537,66,13,2025-05-20,1,17.46,1
2538,655,18,2025-11-21,4,150.36,10
2539,392,27,2024-06-14,2,45.0,31
2540,1054,15,2025-08-17,2,70.04,11
2541,1236,22,2025-02-16,2,74.64,22
2542,473,38,2023-12-12,2,39.26,7
2543,1334,18,2023-10-28,5,187.95,19
2544,885,24,2024-01-21,4,101.08,2
2545,445,10,2024-10-08,1,52.15,22
2546,515,19,2025-08-11,2,102.66,11
2547,677,42,2024-03-23,2,52.82,36
2548,329,27,2024-05-13,1,22.5,38
2549,698,8,2025-09-27,5,89.65,34
2550,67,47,2023-10-11,5,251.35,26
2551,1269,39,2024-08-17,1,52.22,31
2552,1081,6,2023-10-16,4,90.6,14
2553,1893,45,2024-08-13,4,180.28,25
2554,815,26,2026-08-13,3,163.92,24
2555,792,15,2025-03-10,1,35.02,15
2556,1721,6,2024-11-22,4,90.6,31
2557,27,34,2023-12-14,1,36.89,14
2558,839,32,2025-10-31,4,124.2,34
2559,860,21,2024-08-06,2,25.68,8
2560,234,16,2026-04-21,2,114.5,23
2561,1560,33,2026-01-06,4,95.28,31
2562,1608,45,2025-10-17,1,45.07,10
2563,1165,38,2025-11-10,1,19.63,2
2564,1427,33,2024-09-11,2,47.64,38
2565,1560,16,2026-04-03,3,171.75,5
2566,794,16,2026-07-03,2,114.5,3
2567,1013,39,2024-06-24,5,261.1,2
2568,1409,6,2024-12-12,1,22.65,36
2569,1708,15,2026-01-22,1,35.02,7
2570,1271,15,2025-12-20,3,105.06,23
2571,1410,5,2024-02-19,2,108.46,4
2572,1824,18,2025-02-27,4,150.36,23
2573,1013,17,2023-11-02,4,95.52,3
2574,1218,35,2025-02-27,3,47.82,29
2575,1422,22,2024-10-27,2,74.64,14
2576,896,48,2024-03-31,4,57.08,21
2577,531,26,2026-07-14,4,218.56,13
2578,771,11,2025-03-15,1,13.99,2
2579,992,32,2026-06-23,4,124.2,20
2580,1249,47,2026-08-14,4,201.08,7
2581,1180,26,2023-12-18,5,273.2,20
2582,536,31,2026-07-12,2,35.32,36
2583,363,31,2026-04-28,3,52.98,35
2584,1685,42,2023-12-12,4,105.64,39
2585,154,7,2024-10-08,3,100.02,2
2586,601,24,2026-02-21,4,101.08,4
2587,1066,10,2025-03-15,3,156.45,33
2588,1246,17,2024-04-12,5,119.4,24
2589,323,43,2025-11-21,4,190.44,36
2590,1492,2,2026-01-18,5,268.7,3
2591,852,34,2024-07-14,4,147.56,6
2592,334,8,2025-12-05,3,53.79,23
2593,1010,20,2026-05-10,3,135.51,24
2594,1783,29,2026-08-29,3,120.9,40
2595,702,23,2024-07-05,4,122.08,23
2596,96,24,2026-06-27,1,25.27,11
2597,1110,49,2025-01-08,4,176.72,34
2598,192,20,2025-02-03,4,180.68,21
2599,1609,28,2026-05-29,2,106.26,5
2600,718,44,2025-01-22,5,115.55,6
2601,1184,15,2024-05-01,2,70.04,32
2602,820,6,2023-12-10,4,90.6,6
2603,493,32,2024-05-08,1,31.05,7
2604,837,9,2023-09-21,2,45.2,39
2605,1716,41,2026-03-17,2,114.62,10
2606,1404,13,2023-12-09,4,69.84,34
2607,181,48,2026-05-02,1,14.27,28
2608,1669,24,2024-08-29,5,126.35,40
2609,1328,13,2025-05-06,2,34.92,16
2610,522,45,2024-06-06,5,225.35,39
2611,45,9,2025-11-26,2,45.2,2
2612,357,8,2024-08-29,2,35.86,20
2613,1003,40,2026-09-04,3,100.89,8
2614,958,6,2024-02-02,1,22.65,29
2615,1533,50,2023-11-16,3,56.34,20
2616,761,47,2024-06-22,2,100.54,12
2617,1847,10,2023-12-14,1,52.15,38
2618,1463,3,2025-01-31,3,150.3,39
2619,1824,29,2026-06-09,5,201.5,24
2620,265,47,2026-08-31,3,150.81,33
2621,1147,8,2024-06-07,5,89.65,10
2622,1536,2,2024-07-23,1,53.74,8
2623,1953,41,2026-08-07,4,229.24,33
2624,900,9,2024-07-24,4,90.4,30
2625,142,12,2025-01-26,1,20.66,8
2626,475,10,2024-06-02,3,156.45,22
2627,175,33,2024-01-18,4,95.28,38
2628,1704,33,2025-07-21,5,119.1,15
2629,43,27,2024-02-12,5,112.5,31
2630,979,33,2024-10-15,3,71.46,26
2631,811,46,2025-03-17,2,63.54,35
2632,1941,24,2024-12-30,3,75.81,14
2633,1248,36,2024-08-23,2,66.58,23
2634,672,6,2025-12-23,4,90.6,10
2635,476,44,2026-04-29,4,92.44,21
2636,1086,16,2024-05-23,2,114.5,35
2637,1935,1,2024-02-28,4,207.08,21
2638,605,3,2023-12-08,2,100.2,15
2639,426,8,2025-12-20,1,17.93,25
2640,1750,37,2026-07-26,3,54.06,28
2641,1094,45,2026-03-29,5,225.35,17
2642,279,28,2025-12-26,5,265.65,14
2643,1353,33,2025-03-28,2,47.64,29
2644,125,4,2024-12-23,5,239.1,15
2645,321,27,2026-08-25,2,45.0,5
2646,922,35,2025-07-31,1,15.94,17
2647,1082,43,2026-04-25,4,190.44,36
2648,1611,15,2024-03-28,3,105.06,5
2649,1663,37,2025-02-11,3,54.06,39
2650,1547,14,2025-03-18,1,52.29,22
2651,655,45,2024-05-19,3,135.21,3
2652,1468,16,2026-01-22,4,229.0,37
2653,296,23,2026-01-24,2,61.04,12
2654,1905,9,2026-06-30,4,90.4,23
2655,1534,12,2026-01-24,4,82.64,12
2656,621,29,2024-07-21,4,161.2,32
2657,1894,34,2025-08-18,5,184.45,33
2658,943,15,2025-11-20,3,105.06,24
2659,578,18,2025-11-08,2,75.18,18
2660,1815,10,2026-03-12,2,104.3,35
2661,388,50,2025-10-18,4,75.12,14
2662,1488,16,2026-02-06,1,57.25,29
2663,1448,6,2026-08-07,4,90.6,32
2664,1132,35,2024-12-20,1,15.94,2
2665,777,15,2024-09-30,4,140.08,20
2666,1170,35,2026-04-11,1,15.94,7
2667,329,27,2024-12-16,3,67.5,18
2668,1494,37,2025-03-19,2,36.04,15
2669,1331,5,2026-05-23,5,271.15,11
2670,1428,5,2025-08-06,5,271.15,40
2671,294,21,2024-02-08,3,38.52,3
2672,380,39,2024-05-21,2,104.44,33
2673,255,45,2026-06-27,5,225.35,15
2674,823,25,2026-06-12,2,69.06,1
2675,1921,24,2026-01-20,5,126.35,22
2676,36,11,2024-09-17,3,41.97,30
2677,2,24,2024-06-01,2,50.54,20
2678,1237,26,2023-12-04,4,218.56,1
2679,340,31,2026-04-21,5,88.3,17
2680,1766,12,2024-08-29,5,103.3,8
2681,1048,2,2024-02-22,2,107.48,28
2682,1903,15,2025-08-11,3,105.06,4
2683,820,33,2024-12-14,4,95.28,25
2684,1388,48,2025-02-25,3,42.81,27
2685,869,4,2023-09-16,2,95.64,19
2686,1963,3,2025-04-15,4,200.4,23
2687,1334,26,2026-07-01,4,218.56,24
2688,1521,19,2024-12-23,2,102.66,5
2689,1983,22,2026-06-08,4,149.28,16
2690,1854,39,2026-04-25,1,52.22,25
2691,1983,18,2025-04-22,2,75.18,14
2692,1717,16,2023-11-24,4,229.0,26
2693,833,4,2024-06-10,1,47.82,5
2694,1477,12,2024-05-14,5,103.3,4
2695,972,12,2024-04-30,3,61.98,17
2696,1635,41,2024-12-04,4,229.24,28
2697,132,3,2025-03-19,5,250.5,6
2698,1155,35,2026-01-12,1,15.94,3
2699,1251,15,2024-06-18,1,35.02,33
2700,719,25,2024-07-11,5,172.65,16
2701,186,49,2026-04-14,3,132.54,21
2702,1321,28,2024-02-21,1,53.13,11
2703,13,1,2024-10-12,4,207.08,17
2704,526,9,2025-07-02,3,67.8,5
2705,803,22,2025-11-17,2,74.64,18
2706,1491,48,2025-03-08,1,14.27,5
2707,1085,44,2025-12-25,1,23.11,3
2708,733,35,2025-12-14,2,31.88,36
2709,373,39,2024-04-09,1,52.22,20
2710,1135,3,2024-03-17,5,250.5,17
2711,1908,30,2026-01-09,1,44.18,24
2712,41,47,2025-01-08,1,50.27,9
2713,354,48,2026-03-14,4,57.08,31
2714,119,24,2026-07-30,5,126.35,22
2715,1142,45,2023-12-28,2,90.14,4
2716,1237,18,2026-08-29,3,112.77,35
2717,1165,23,2025-09-15,5,152.6,17
2718,956,50,2024-10-18,2,37.56,24
2719,1701,38,2026-05-07,4,78.52,33
2720,1626,13,2026-08-01,5,87.3,11
2721,664,17,2025-10-20,2,47.76,39
2722,1557,33,2024-08-18,4,95.28,15
2723,69,11,2025-03-18,2,27.98,34
2724,1263,27,2025-03-15,5,112.5,38
2725,990,14,2026-06-08,1,52.29,7
2726,1214,33,2023-10-15,4,95.28,12
2727,1919,17,2025-08-01,4,95.52,22
2728,1105,44,2024-12-03,1,23.11,13
2729,1857,14,2025-11-24,4,209.16,15
2730,1772,17,2026-08-15,3,71.64,28
2731,1389,16,2024-05-25,2,114.5,4
2732,469,23,2025-12-14,1,30.52,34
2733,1910,40,2024-12-09,1,33.63,22
2734,58,30,2025-01-25,2,88.36,19
2735,931,14,2026-07-07,3,156.87,19
2736,1621,34,2025-07-18,5,184.45,5
2737,1585,25,2023-12-02,1,34.53,2
2738,1560,38,2024-03-04,1,19.63,34
2739,174,11,2024-02-08,4,55.96,4
2740,42,34,2023-11-23,1,36.89,32
2741,1774,27,2024-09-07,1,22.5,37
2742,927,28,2024-11-16,3,159.39,14
2743,894,49,2025-05-17,5,220.9,21
2744,1055,26,2026-02-06,3,163.92,5
2745,1242,38,2024-01-06,1,19.63,31
2746,427,5,2023-09-22,3,162.69,38
2747,474,35,2025-01-07,2,31.88,24
2748,1150,40,2024-10-02,1,33.63,37
2749,1030,36,2025-08-28,2,66.58,17
2750,1576,31,2026-08-12,4,70.64,2
2751,48,6,2026-03-06,1,22.65,23
2752,177,21,2024-12-27,1,12.84,27
2753,583,15,2025-05-02,5,175.1,6
2754,1521,3,2024-05-16,1,50.1,5
2755,1103,12,2026-05-28,2,41.32,10
2756,723,1,2025-04-07,2,103.54,2
2757,146,39,2026-01-23,4,208.88,9
2758,536,42,2026-08-05,5,132.05,12
2759,1495,9,2024-12-28,4,90.4,7
2760,1514,4,2023-10-20,2,95.64,1
2761,1368,45,2024-04-23,3,135.21,39
2762,1082,29,2024-12-05,3,120.9,39
2763,267,21,2025-12-22,4,51.36,8
2764,1802,49,2026-01-10,2,88.36,7
2765,811,17,2024-05-30,2,47.76,5
2766,990,8,2024-09-16,2,35.86,30
2767,1695,18,2026-01-08,2,75.18,29
2768,207,45,2024-11-23,2,90.14,1
2769,353,28,2023-11-03,3,159.39,32
2770,1813,47,2026-01-28,5,251.35,29
2771,214,45,2024-10-11,4,180.28,8
2772,1225,16,2024-04-21,4,229.0,32
2773,140,29,2025-11-02,5,201.5,11
2774,345,34,2025-07-10,1,36.89,4
2775,971,42,2025-10-29,5,132.05,26
2776,1180,36,2026-02-28,4,133.16,23
2777,850,2,2023-10-04,2,107.48,14
2778,1884,29,2024-09-15,4,161.2,10
2779,1667,14,2025-07-15,4,209.16,27
2780,1126,34,2024-06-24,5,184.45,33
2781,1918,36,2025-12-28,2,66.58,6
2782,1186,11,2025-11-29,3,41.97,3
2783,1238,39,2024-11-11,4,208.88,9
2784,1781,38,2025-05-18,3,58.89,22
2785,572,46,2023-09-16,4,127.08,8
2786,383,44,2023-11-21,1,23.11,40
2787,855,41,2025-03-10,1,57.31,11
2788,325,47,2024-12-02,2,100.54,14
2789,677,38,2024-01-29,2,39.26,18
2790,452,47,2026-01-03,2,100.54,27
2791,426,24,2025-01-07,1,25.27,6
2792,1589,43,2024-04-26,3,142.83,32
2793,1074,6,2025-11-10,5,113.25,30
2794,35,26,2025-01-22,1,54.64,40
2795,496,43,2026-03-30,2,95.22,19
2796,1466,4,2024-10-15,5,239.1,11
2797,692,8,2026-07-10,1,17.93,9
2798,875,42,2024-08-16,5,132.05,25
2799,251,46,2024-06-09,3,95.31,22
2800,1919,12,2024-10-12,2,41.32,32
2801,476,47,2026-04-24,4,201.08,22
2802,1709,13,2026-04-24,2,34.92,8
2803,665,20,2025-01-23,2,90.34,22
2804,754,21,2023-11-22,3,38.52,30
2805,896,5,2025-02-25,3,162.69,32
2806,87,28,2023-12-06,3,159.39,39
2807,1051,21,2025-01-13,5,64.2,19
2808,942,28,2026-04-05,3,159.39,34
2809,1727,15,2024-08-17,1,35.02,37
2810,1978,24,2025-01-05,1,25.27,23
2811,348,22,2025-02-16,5,186.6,19
2812,1107,36,2026-07-25,3,99.87,13
2813,1471,11,2024-01-21,1,13.99,7
2814,1065,21,2026-06-20,3,38.52,29
2815,1217,26,2026-04-22,2,109.28,14
2816,616,37,2024-12-24,1,18.02,35
2817,453,1,2025-05-19,4,207.08,21
2818,1724,50,2025-10-09,4,75.12,8
2819,1792,16,2023-09-14,3,171.75,10
2820,1913,30,2025-09-17,3,132.54,30
2821,1046,13,2024-10-18,5,87.3,32
2822,1274,11,2024-05-23,1,13.99,27
2823,528,50,2025-03-24,3,56.34,40
2824,900,11,2026-06-26,4,55.96,36
2825,1819,40,2025-05-12,2,67.26,25
2826,841,2,2024-10-22,4,214.96,10
2827,1012,3,2024-06-12,5,250.5,5
2828,1568,21,2024-08-30,2,25.68,38
2829,1034,4,2024-06-06,1,47.82,24
2830,1592,43,2025-08-28,2,95.22,35
2831,135,30,2025-07-08,4,176.72,11
2832,1408,48,2026-05-22,1,14.27,40
2833,1792,1,2023-09-24,3,155.31,39
2834,1887,19,2025-05-02,3,153.99,40
2835,377,50,2024-05-12,4,75.12,36
2836,1151,32,2026-05-03,5,155.25,28
2837,1388,2,2025-09-22,2,107.48,28
2838,1492,24,2023-09-20,5,126.35,34
2839,1414,18,2025-07-25,5,187.95,35
2840,1844,15,2024-07-08,2,70.04,37
2841,1400,49,2024-06-03,1,44.18,4
2842,687,44,2024-02-26,2,46.22,2
2843,1640,49,2024-11-01,2,88.36,8
2844,955,31,2024-08-12,1,17.66,25
2845,334,9,2024-04-30,4,90.4,20
2846,932,18,2023-12-18,2,75.18,3
2847,1179,46,2025-01-14,4,127.08,40
2848,1870,19,2024-10-17,5,256.65,5
2849,1163,18,2026-05-20,1,37.59,40
2850,1416,50,2026-06-23,2,37.56,7
2851,443,18,2025-07-13,4,150.36,26
2852,1951,15,2023-10-15,4,140.08,1
2853,743,15,2023-12-02,3,105.06,19
2854,1740,46,2025-10-17,2,63.54,10
2855,1107,49,2024-06-16,5,220.9,33
2856,7,37,2026-07-01,2,36.04,31
2857,533,25,2025-07-04,4,138.12,3
2858,293,49,2024-04-20,1,44.18,21
2859,1381,3,2026-08-26,5,250.5,36
2860,151,20,2025-05-09,1,45.17,34
2861,484,26,2026-05-26,5,273.2,25
2862,1247,6,2023-11-14,3,67.95,28
2863,1809,7,2025-12-06,1,33.34,30
2864,1656,44,2026-04-06,3,69.33,3
2865,1724,39,2026-03-01,2,104.44,11
